City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,yara,20.2753,-76.9533,23.41,84,58,3.95,CU,1714014592
365,prado,-17.3411,-39.2208,25.21,85,0,2.36,BR,1714014403
366,baikonur,45.6167,63.3167,18.72,57,59,6.38,KZ,1714014511
367,weihai,37.5017,122.1136,18.29,51,2,6.98,CN,1714014340
368,bantay,17.5847,120.3892,34.98,72,96,4.09,PH,1714014317
369,impfondo,1.6381,18.0667,21.78,98,99,1.02,CG,1714014598
370,novo aripuana,-5.1206,-60.3797,23.51,99,83,0.85,BR,1714014599
371,atasu,48.6814,71.6433,9.65,44,13,8.06,KZ,1714014600
372,alofi,-19.0595,-169.9187,28.94,61,31,4.12,NU,1714014601
373,tambopata,-12.7333,-69.1833,23.67,99,74,1.27,PE,1714014602
374,clovis,36.8252,-119.7029,16.94,70,75,3.6,US,1714014572
375,brisas de zicatela,15.8369,-97.0419,28.26,62,82,1.51,MX,1714014605
376,middlesboro,36.6084,-83.7166,15.57,66,0,0.0,US,1714014484
377,masan,35.2081,128.5725,22.84,43,35,1.07,KR,1714014608
378,xining,36.6167,101.7667,13.61,36,0,1.59,CN,1714014610
379,prince albert,53.2001,-105.7677,13.29,46,80,4.04,CA,1714014576
380,extrema,-22.8547,-46.3183,17.53,79,99,1.45,BR,1714014555
381,waitara,-38.925,174.25,16.94,85,100,6.75,NZ,1714014613
382,salmon arm,50.6998,-119.3024,9.45,58,49,1.81,CA,1714014615
383,gadzhiyevo,69.2551,33.3362,-2.62,94,100,2.49,RU,1714014615
384,khovd,48.0056,91.6419,0.89,36,44,3.54,MN,1714014617
385,novomyrhorod,48.7811,31.642,10.76,91,64,1.93,UA,1714014617
386,yerofey pavlovich,53.9667,121.9667,5.54,56,100,4.95,RU,1714014618
387,atherton,53.5237,-2.4935,6.35,86,100,1.79,GB,1714014619
388,saint-pierre,-21.3393,55.4781,22.82,78,0,1.54,RE,1714014573
389,baganga,7.5739,126.56,31.11,58,99,2.96,PH,1714014621
390,north bend,43.4065,-124.2243,12.31,87,40,1.54,US,1714014622
391,demre,36.2537,29.9777,21.73,39,100,3.41,TR,1714014623
392,estremoz,38.8443,-7.5859,8.2,90,7,3.35,PT,1714014625
393,usogorsk,63.4106,48.6872,0.37,96,100,1.84,RU,1714014626
394,akureyri,65.6835,-18.0878,3.58,65,26,1.08,IS,1714014631
395,palu,-0.8917,119.8707,33.99,56,76,1.38,ID,1714014634
396,sola,-13.8833,167.55,28.69,72,78,1.38,VU,1714014635
397,lucapa,-8.4192,20.7447,18.72,98,100,1.84,AO,1714014639
398,lanzhou,36.0564,103.7922,20.59,25,0,1.12,CN,1714014640
399,asilah,35.465,-6.0348,15.98,75,100,3.6,MA,1714014641
400,milford haven,51.7128,-5.0341,5.81,93,77,3.3,GB,1714014643
401,wangqing,43.3218,129.7634,22.36,31,0,6.78,CN,1714014646
402,neryungri,56.6709,124.6491,0.1,90,100,6.08,RU,1714014652
403,kinwat,19.6333,78.2,34.05,31,75,3.14,IN,1714014377
404,urangan,-25.3,152.9,24.41,51,5,0.39,AU,1714014653
405,padang,-0.9492,100.3543,29.03,70,22,1.87,ID,1714014515
406,carloforte,39.145,8.3058,13.62,64,84,11.14,IT,1714014655
407,tazacorte,28.629,-17.9293,18.54,60,0,4.12,ES,1714014647
408,san sebastian de la gomera,28.0916,-17.1133,20.2,68,0,2.57,ES,1714014661
409,shemordan,56.1856,50.3972,7.56,89,32,2.46,RU,1714014662
410,biskupiec,53.8647,20.9569,3.9,97,100,3.14,PL,1714014664
411,marsa alam,25.0757,34.8918,25.6,35,57,1.44,EG,1714014665
412,veinticinco de mayo,-35.4323,-60.1727,12.21,67,60,2.76,AR,1714014667
413,balkanabat,39.5108,54.3671,18.86,44,12,1.26,TM,1714014556
414,ambon,-3.6954,128.1814,30.08,74,20,1.54,ID,1714014672
415,antsiranana,-12.2787,49.2917,25.62,79,99,5.33,MG,1714014680
416,el abiodh sidi cheikh,32.893,0.5484,14.28,24,97,1.66,DZ,1714014681
417,archangelos,36.2149,28.1149,18.99,93,100,1.79,GR,1714014681
418,kovdor,67.5662,30.4758,-2.99,97,98,1.17,RU,1714014682
419,pecos,31.4229,-103.4932,29.06,50,0,8.23,US,1714014400
420,warman,52.3168,-106.5679,14.49,41,97,5.96,CA,1714014684
421,puerto leguizamo,-0.1934,-74.7819,23.32,97,100,0.83,CO,1714014685
422,olinda,-8.0089,-34.8553,28.85,79,40,2.06,BR,1714014493
423,wenling,28.3669,121.36,19.69,61,59,2.86,CN,1714014688
424,carauari,-4.8828,-66.8958,22.61,96,100,0.8,BR,1714014689
425,hiratacho,35.4333,132.8167,19.97,60,0,4.18,JP,1714014693
426,manta,-0.95,-80.7333,25.88,83,75,3.09,EC,1714014605
427,barcelos,41.5388,-8.6151,14.36,76,100,2.12,PT,1714014405
428,yazman,29.1212,71.7446,33.1,17,5,6.45,PK,1714014496
429,vidalia,32.2177,-82.4135,17.97,72,0,0.0,US,1714014696
430,santa elena de uairen,4.6167,-61.1333,20.45,89,100,0.6,VE,1714014697
431,kuanda,56.3161,116.0806,4.58,45,100,3.74,RU,1714014698
432,west livingston,30.6983,-95.0019,23.34,83,49,4.47,US,1714014699
433,ulaangom,49.9811,92.0667,-0.88,26,100,7.0,MN,1714014701
434,piacabucu,-10.4056,-36.4344,25.98,86,18,1.28,BR,1714014702
435,valdivia,-39.8142,-73.2459,11.02,93,58,3.17,CL,1714014703
436,meulaboh,4.1363,96.1285,29.2,74,100,0.56,ID,1714014705
437,mournies,35.4764,24.0092,16.57,63,20,4.63,GR,1714014706
438,novoanninskiy,50.5287,42.6747,13.09,70,100,6.98,RU,1714014707
439,belmonte,-15.8631,-38.8828,25.08,89,4,1.73,BR,1714014709
440,sinop,41.7711,34.8709,20.8,31,97,4.72,TR,1714014588
441,buala,-8.145,159.5921,30.29,72,90,1.61,SB,1714014568
442,qamdo,31.1667,97.2333,4.52,56,98,2.26,CN,1714014713
443,bereeda,11.8704,51.0579,27.61,77,12,3.53,SO,1714014714
444,ancud,-41.8697,-73.8203,11.5,86,21,9.03,CL,1714014493
445,dawson creek,55.7666,-120.2362,6.69,42,37,3.28,CA,1714014717
446,elverum,60.8819,11.5623,0.91,96,100,1.13,NO,1714014717
447,yatou,37.15,122.3833,19.48,53,15,6.99,CN,1714014718
448,sur,22.5667,59.5289,27.27,72,0,2.39,OM,1714014719
449,dzhalagash,45.0833,64.6667,20.23,44,70,6.27,KZ,1714014587
450,twardogora,51.3649,17.4688,2.44,87,94,2.12,PL,1714014721
451,ta'izz,13.5,44.0,21.28,39,9,3.27,YE,1714014723
452,muli,2.9167,73.5667,29.09,72,100,4.01,MV,1714014726
453,montecanal,41.6297,-0.9387,9.72,57,0,5.14,ES,1714014727
454,sona,45.4388,10.8255,7.69,94,40,1.03,IT,1714014728
455,queenstown,-31.8976,26.8753,13.65,85,81,0.5,ZA,1714014729
456,qui nhon,13.7667,109.2333,32.01,58,4,5.21,VN,1714014730
457,tamiahua,21.2667,-97.45,24.41,92,61,3.14,MX,1714014731
458,plouzane,48.3833,-4.6167,8.03,87,100,3.09,FR,1714014732
459,wamba,8.9333,8.6,26.75,67,100,1.18,NG,1714014734
460,nsanje,-16.92,35.262,18.41,98,3,0.54,MW,1714014495
461,mount gambier,-37.8333,140.7667,15.58,55,52,3.88,AU,1714014736
462,port blair,11.6667,92.75,33.02,66,20,1.54,IN,1714014490
463,castillos,-34.1667,-53.8333,10.66,84,0,1.37,UY,1714014738
464,lamar,33.6668,-95.5836,20.99,95,0,2.57,US,1714014739
465,sandnessjoen,66.0217,12.6316,0.29,80,98,1.97,NO,1714014740
466,barra do bugres,-15.0725,-57.1811,24.13,84,15,0.72,BR,1714014741
467,cambria,35.5641,-121.0808,13.47,90,50,0.45,US,1714014741
468,roma,43.2128,-75.4557,1.6,58,0,2.57,US,1714014507
469,young,-32.6833,-57.6333,11.46,81,40,2.72,UY,1714014743
470,banda aceh,5.5577,95.3222,30.42,67,100,2.57,ID,1714014744
471,port moresby,-9.4431,147.1797,29.47,74,100,3.29,PG,1714014574
472,ghanzi,-21.5667,21.7833,18.78,27,0,2.84,BW,1714014746
473,guangming,45.3333,122.7833,17.17,21,53,5.52,CN,1714014747
474,koch'ang,35.4333,126.7,20.07,50,29,2.76,KR,1714014748
475,marquette,46.5333,-87.6335,-2.9,73,0,1.44,US,1714014749
476,zalari,53.5584,102.5065,3.82,45,45,3.46,RU,1714014750
477,la'ie,21.6477,-157.9253,26.98,91,44,6.71,US,1714014750
478,yuanping,38.7153,112.7575,25.66,16,0,2.43,CN,1714014751
479,kem',64.9555,34.5793,-7.01,96,20,1.9,RU,1714014752
480,inhambane,-23.865,35.3833,23.18,82,42,1.41,MZ,1714014753
481,khandyga,62.6667,135.6,-1.66,83,100,3.89,RU,1714014596
482,tibanbang,6.6315,126.1055,28.74,71,93,1.38,PH,1714014755
483,bibir hat,22.6873,91.7853,32.73,56,3,3.66,BD,1714014756
484,eunice,30.4944,-92.4176,22.19,87,6,2.2,US,1714014757
485,sezanne,48.7205,3.7234,3.88,92,72,1.76,FR,1714014757
486,rongelap,11.1635,166.8941,27.31,83,100,8.76,MH,1714014559
487,atbasar,51.8,68.3333,3.23,41,100,7.96,KZ,1714014760
488,yanchep,-31.55,115.6833,20.63,38,96,6.07,AU,1714014761
489,pingxiang,27.6167,113.85,24.41,78,100,1.0,CN,1714014762
490,patong,7.8961,98.2966,33.08,69,74,2.16,TH,1714014763
491,viamao,-30.0811,-51.0233,17.99,72,0,2.57,BR,1714014764
492,shubarshi,48.5872,57.1869,14.47,84,9,5.48,KZ,1714014765
493,khash,28.2211,61.2158,17.64,64,0,1.35,IR,1714014766
494,naze,28.3667,129.4833,21.12,55,57,1.29,JP,1714014768
495,san andres,12.5847,-81.7006,29.01,79,20,5.66,CO,1714014769
496,sao jose da coroa grande,-8.8978,-35.1478,26.54,80,91,1.59,BR,1714014484
497,vikhorevka,56.1201,101.1636,2.77,42,67,3.95,RU,1714014496
498,nykarleby,63.5228,22.5307,1.08,98,58,1.96,FI,1714014773
499,salalah,17.0151,54.0924,28.05,74,0,2.06,OM,1714014774
500,avenal,36.0041,-120.129,15.87,55,94,0.81,US,1714014775
501,aral,40.5156,81.2636,22.57,18,3,0.86,CN,1714014552
502,agadez,19.75,10.25,27.7,11,22,3.38,NE,1714014776
503,suva,-18.1416,178.4415,30.71,74,75,3.09,FJ,1714014777
504,gwadar,25.1216,62.3254,26.46,86,24,4.36,PK,1714014778
505,el bauga,18.262,33.9081,26.37,47,0,2.32,SD,1714014779
506,ashburton,-37.8626,145.0794,16.25,64,100,2.68,AU,1714014780
507,yakeshi,49.2833,120.7333,8.26,33,4,11.24,CN,1714014781
508,benjamin aceval,-24.9667,-57.5667,23.44,98,42,2.45,PY,1714014782
509,port saint john's,-31.6229,29.5448,20.07,87,14,3.24,ZA,1714014783
510,nikolayevsk-on-amure,53.1406,140.73,17.9,40,14,1.79,RU,1714014784
511,karukh,34.4811,62.5863,12.76,73,100,5.37,AF,1714014785
512,al mindak,20.1588,41.2834,19.78,51,24,0.71,SA,1714014786
513,kualakapuas,-3.0091,114.3876,32.25,60,42,1.71,ID,1714014787
514,el calafate,-50.3408,-72.2768,4.51,91,100,0.46,AR,1714014788
515,zheleznodorozhnyy,55.7503,38.0042,11.12,58,100,3.13,RU,1714014789
516,laguna,38.421,-121.4238,18.12,66,0,2.57,US,1714014633
517,dalandzadgad,43.5708,104.425,15.16,19,33,7.05,MN,1714014792
518,egersund,58.4513,5.9997,2.43,78,99,2.87,NO,1714014792
519,tchintabaraden,15.8969,5.7985,30.79,13,2,3.81,NE,1714014793
520,aykhal,66.0,111.5,-7.34,87,100,10.07,RU,1714014794
521,petauke,-14.2426,31.3253,15.86,71,1,2.25,ZM,1714014795
522,najran,17.4924,44.1277,21.36,31,11,1.22,SA,1714014796
523,tamarin,-20.3256,57.3706,26.4,93,94,3.42,MU,1714014685
524,villa huidobro,-34.8383,-64.5869,13.17,53,83,5.25,AR,1714014798
525,aldama,22.9167,-98.0667,24.89,94,100,2.42,MX,1714014800
526,blackpool,53.8167,-3.05,7.79,74,100,7.55,GB,1714014800
527,yokadouma,3.5167,15.05,20.95,94,100,1.0,CM,1714014678
528,vermillion,42.7794,-96.9292,15.09,50,100,3.49,US,1714014803
529,gobabis,-22.45,18.9667,17.95,25,0,4.56,NA,1714014804
530,kosti,13.1629,32.6635,27.78,8,15,3.72,SD,1714014555
531,la punta,-33.1837,-66.3127,12.69,87,53,2.98,AR,1714014806
532,shepparton,-36.3833,145.4,18.19,36,6,6.99,AU,1714014629
533,aripuana,-9.1667,-60.6333,23.71,98,60,0.73,BR,1714014808
534,oyama,36.3,139.8,23.71,49,10,1.08,JP,1714014810
535,nova bana,48.4231,18.6404,2.36,96,99,1.44,SK,1714014811
536,opuwo,-18.0607,13.84,18.55,23,0,2.5,NA,1714014812
537,hardegsen,51.65,9.8333,4.91,90,100,3.91,DE,1714014813
538,ruteng,-8.6136,120.4721,25.33,71,75,0.34,ID,1714014814
539,jaisalmer,26.9147,70.9181,30.74,29,100,2.5,IN,1714014815
540,nizhnesortymskiy,62.4397,71.7603,-9.41,92,87,1.42,RU,1714014816
541,maumere,-8.6199,122.2111,29.62,71,34,1.47,ID,1714014817
542,vigan,17.5747,120.3869,34.96,69,96,4.09,PH,1714014818
543,contamana,-7.3333,-75.0167,24.18,91,95,0.74,PE,1714014819
544,kavaratti,10.5669,72.642,29.61,69,98,3.1,IN,1714014820
545,artova,40.1158,36.3001,17.02,33,99,3.01,TR,1714014821
546,pinheiro,-2.5214,-45.0825,23.98,98,100,1.04,BR,1714014822
547,malango,-2.9627,119.9001,26.01,79,76,1.38,ID,1714014593
548,dryden,49.7833,-92.7503,3.63,56,0,1.99,CA,1714014823
549,kuala belait,4.5833,114.1833,29.17,77,96,2.15,BN,1714014824
550,casper,42.8666,-106.3131,14.89,41,40,5.14,US,1714014653
551,chulakkurgan,43.765,69.1814,21.26,41,100,5.86,KZ,1714014827
552,port shepstone,-30.7414,30.455,21.3,86,61,5.09,ZA,1714014828
553,harper,4.375,-7.7169,27.37,82,89,2.49,LR,1714014828
554,kaiama,9.6225,3.9481,26.8,70,86,5.04,NG,1714014829
555,sargatskoye,55.6101,73.4972,1.88,56,2,3.44,RU,1714014830
556,stone,52.9059,-2.1541,4.1,60,100,2.41,GB,1714014831
557,zhigalovo,54.8097,105.1578,2.4,60,100,4.47,RU,1714014832
558,glubokoye,50.1456,82.3114,0.86,44,0,2.0,KZ,1714014833
