City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,wailea,19.8858,-155.123,25.57,82,0,3.6,US,1714014305
83,bilibino,68.0546,166.4372,-6.78,72,15,0.92,RU,1714014307
84,blackmans bay,-43.0167,147.3167,14.07,60,88,1.34,AU,1714014206
85,manay,7.215,126.5397,31.04,54,82,4.87,PH,1714014309
86,st. john's,47.5649,-52.7093,10.31,97,100,9.77,CA,1714014173
87,tyukhtet,56.5389,89.3011,-1.07,36,21,2.2,RU,1714014311
88,nova sintra,14.8667,-24.7167,22.95,80,88,6.46,CV,1714014312
89,samarinda,-0.5,117.15,31.93,59,92,1.57,ID,1714014313
90,kingston,17.997,-76.7936,28.53,79,20,4.63,JM,1714014313
91,bredasdorp,-34.5322,20.0403,15.28,83,78,1.18,ZA,1714014253
92,arkhangel'sk,64.5401,40.5433,1.06,100,100,1.0,RU,1714014316
93,cockburn town,21.4612,-71.1419,25.69,76,23,7.61,TC,1714014244
94,kill devil hills,36.0307,-75.676,16.66,70,75,0.0,US,1714014031
95,kargil,34.5667,76.1,-1.41,56,9,0.98,IN,1714014319
96,konstantinovka,49.6167,127.9833,10.52,76,100,10.05,RU,1714014320
97,invercargill,-46.4,168.35,15.01,55,1,4.02,NZ,1714014302
98,gowurdak,37.8124,66.0466,23.01,40,100,2.53,TM,1714014322
99,sumbawa besar,-8.5,117.4333,30.65,76,25,2.36,ID,1714014324
100,keflavik,64.0049,-22.5624,6.95,87,75,2.57,IS,1714014325
101,badger,64.8,-147.5333,16.14,31,75,4.12,US,1714014326
102,bethel,41.3712,-73.414,11.2,59,0,4.63,US,1714014326
103,moissala,8.3404,17.7663,25.79,71,100,3.77,TD,1714014327
104,selfoss,63.9331,-20.9971,5.69,72,75,1.1,IS,1714014328
105,isafjordur,66.0755,-23.124,2.7,84,16,1.31,IS,1714014190
106,lorengau,-2.0226,147.2712,29.46,77,98,3.75,PG,1714014330
107,severo-yeniseyskiy,60.3725,93.0408,-2.46,97,97,1.79,RU,1714014331
108,margaret river,-33.95,115.0667,19.11,42,100,5.35,AU,1714014241
109,calca,-13.3333,-71.95,12.64,86,95,2.57,PE,1714014333
110,masterton,-40.9597,175.6575,16.17,65,100,6.25,NZ,1714014334
111,bridgewater,44.3835,-64.5155,7.82,72,100,6.69,CA,1714014083
112,port lincoln,-34.7333,135.8667,17.5,57,3,5.37,AU,1714014182
113,ilulissat,69.2167,-51.1,1.01,86,75,0.0,GL,1714014337
114,izazi,-7.2,35.7333,19.33,91,23,0.84,TZ,1714014338
115,nar'yan-mar,67.6713,53.087,-6.61,82,10,5.81,RU,1714014339
116,bovalino,38.149,16.174,12.41,77,16,3.11,IT,1714014341
117,papatowai,-46.5619,169.4708,13.11,65,24,2.96,NZ,1714014342
118,matane,48.8286,-67.522,-3.28,96,100,9.36,CA,1714014325
119,cabedelo,-6.9811,-34.8339,26.37,73,1,4.11,BR,1714014055
120,romblon,12.5751,122.2708,28.36,71,88,4.27,PH,1714014345
121,wailua homesteads,22.0669,-159.378,26.24,85,70,3.13,US,1714014239
122,auna,10.1881,4.7232,29.26,62,49,4.37,NG,1714014346
123,juegang,32.3174,121.1855,21.98,42,100,7.04,CN,1714014326
124,ust-nera,64.5667,143.2,2.55,99,98,1.87,RU,1714014349
125,lompoc,34.6391,-120.4579,14.45,78,0,5.66,US,1714014121
126,caleta de carquin,-11.0925,-77.6267,20.1,91,80,3.22,PE,1714014350
127,port mathurin,-19.6833,63.4167,26.59,69,100,7.73,MU,1714014204
128,hurricane,37.1753,-113.2899,24.19,18,92,4.02,US,1714014242
129,fernie,49.5,-115.0687,13.11,67,98,3.81,CA,1714014237
130,carbonear,47.7332,-53.2148,10.56,95,100,8.0,CA,1714014355
131,poronaysk,49.2167,143.1167,2.91,95,100,4.81,RU,1714014357
132,bardai,11.65,7.2333,28.81,39,21,4.76,NG,1714014358
133,happy valley-goose bay,53.3168,-60.3315,1.17,75,75,4.63,CA,1714014359
134,porbandar,21.6422,69.6093,27.11,65,0,4.41,IN,1714014360
135,port elizabeth,-33.918,25.5701,17.28,82,20,6.17,ZA,1714014243
136,broken hill,-31.95,141.4333,16.11,39,73,7.69,AU,1714014151
137,arraial do cabo,-22.9661,-42.0278,25.18,78,100,2.96,BR,1714014163
138,praia da vitoria,38.7333,-27.0667,16.14,77,75,4.75,PT,1714014363
139,namdrik,5.5994,168.1028,27.54,82,94,6.81,MH,1714014364
140,san juan,-31.5375,-68.5364,15.21,74,2,0.27,AR,1714013836
141,mundwa,27.0667,73.8167,32.2,16,95,5.24,IN,1714014366
142,palikir - national government center,6.9248,158.1611,30.47,84,100,4.12,FM,1714014367
143,tangalle,6.024,80.7911,27.09,75,76,2.46,LK,1714014368
144,arrifes,37.7667,-25.7,14.14,72,75,4.12,PT,1714014369
145,egilsstadir,65.2653,-14.3948,1.95,93,100,1.54,IS,1714014197
146,san pedro pochutla,15.7333,-96.4667,28.26,52,7,1.93,MX,1714014371
147,dhidhdhoo,6.8833,73.1,29.1,71,0,2.05,MV,1714014372
148,walvis bay,-22.9575,14.5053,15.65,82,0,2.77,NA,1714014373
149,haiku-pauwela,20.9219,-156.3051,24.57,81,20,11.83,US,1714014374
150,taulaga,-11.0553,-171.0883,29.53,74,26,5.27,AS,1714014375
151,aasiaat,68.7098,-52.8699,-3.5,98,90,2.92,GL,1714014375
152,sa pa,22.3402,103.8441,24.13,54,10,1.01,VN,1714014376
153,porto novo,6.4965,2.6036,28.9,83,100,2.74,BJ,1714014377
154,micheweni,-4.9667,39.8333,26.17,88,100,6.9,TZ,1714014378
155,west island,-12.1568,96.8225,27.99,83,75,7.2,CC,1714014241
156,berriane,32.8265,3.7669,14.45,34,100,3.28,DZ,1714014380
157,sisimiut,66.9395,-53.6735,-0.86,82,64,13.88,GL,1714014381
158,pechora,65.1472,57.2244,-3.41,72,40,4.02,RU,1714014382
159,annau,37.8876,58.516,18.72,59,100,2.06,TM,1714014382
160,cururupu,-1.8283,-44.8683,23.41,100,100,0.65,BR,1714014293
161,sinabang,2.4803,96.3801,28.9,79,100,0.77,ID,1714014384
162,haimen,23.1935,116.6142,19.94,92,100,4.49,CN,1714014385
163,stanley,54.868,-1.6985,4.01,88,0,5.66,GB,1714014104
164,greenville,35.6127,-77.3663,15.09,95,0,0.0,US,1714014146
165,baruun-urt,46.6806,113.2792,6.71,32,100,4.6,MN,1714014105
166,hamilton,39.1834,-84.5333,7.65,76,0,4.12,US,1714014346
167,newman,37.3138,-121.0208,18.34,63,83,1.79,US,1714014390
168,chos malal,-37.3781,-70.2709,10.18,47,2,5.41,AR,1714014391
169,ghat,24.9647,10.1728,21.39,19,0,2.95,LY,1714014392
170,remire-montjoly,4.9167,-52.2667,26.02,94,75,1.54,GF,1714014201
171,dudinka,69.4058,86.1778,-7.4,89,22,4.92,RU,1714014394
172,abashiri,44.0213,144.2697,14.16,72,75,11.83,JP,1714014395
173,new norfolk,-42.7826,147.0587,14.72,69,99,3.39,AU,1714014395
174,djambala,-2.5447,14.7533,21.64,86,100,0.6,CG,1714014396
175,petropavlovsk-kamchatsky,53.0452,158.6483,11.33,35,75,7.0,RU,1714014156
176,atafu village,-8.5421,-172.5159,29.6,72,56,3.08,TK,1714014211
177,tolanaro,-25.0319,46.9987,22.04,88,20,4.12,MG,1714014399
178,waingapu,-9.6567,120.2641,29.79,72,45,5.94,ID,1714014400
179,wynyard,-41.0,145.7167,14.48,57,100,6.52,AU,1714014401
180,whitehorse,60.7161,-135.0538,13.43,22,40,2.57,CA,1714014155
181,luderitz,-26.6481,15.1594,16.46,67,69,5.9,NA,1714014404
182,weno,7.4515,151.8468,28.71,81,78,7.53,FM,1714014405
183,kapa'a,22.0752,-159.319,26.99,82,100,8.75,US,1714014406
184,huatabampo,26.8333,-109.6333,24.93,34,100,2.91,MX,1714014407
185,nieuw amsterdam,5.8833,-55.0833,24.97,82,77,3.1,SR,1714014408
186,dunedin,-45.8742,170.5036,13.22,71,93,1.79,NZ,1714014409
187,hami,42.8,93.45,21.86,20,100,4.83,CN,1714014320
188,katpur,21.05,71.7833,29.98,43,0,3.1,IN,1714014411
189,flying fish cove,-10.4217,105.6791,28.82,89,75,5.66,CX,1714014412
190,hermanus,-34.4187,19.2345,13.78,85,75,1.7,ZA,1714014401
191,gizo,-8.103,156.8419,29.55,73,92,1.23,SB,1714014415
192,jayapura,-2.5333,140.7,33.66,63,13,2.52,ID,1714014319
193,carnarvon,-24.8667,113.6333,29.1,36,37,7.72,AU,1714014418
194,kaedi,16.1465,-13.5047,28.9,22,18,5.76,MR,1714014419
195,lerwick,60.1545,-1.1494,4.0,68,11,7.18,GB,1714014420
196,swidwin,53.7746,15.7767,3.31,100,76,2.9,PL,1714014421
197,talnakh,69.4865,88.3972,-7.66,91,91,2.3,RU,1714014236
198,mount isa,-20.7333,139.5,28.87,32,100,5.14,AU,1714014423
199,shenjiamen,29.9576,122.298,14.88,75,98,2.83,CN,1714014336
200,bandraboua,-12.7044,45.1223,28.82,74,28,5.77,YT,1714014424
201,lebu,-37.6167,-73.65,13.86,91,99,5.01,CL,1714014175
202,gudari,19.35,83.7833,35.32,33,0,0.22,IN,1714014426
203,sawakin,19.1059,37.3321,27.43,69,1,2.19,SD,1714014427
204,fale old settlement,-9.3852,-171.2468,29.6,74,21,4.84,TK,1714014428
205,hobyo,5.3505,48.5268,29.31,75,40,3.49,SO,1714014429
206,thunder bay,48.4001,-89.3168,-1.01,69,20,2.57,CA,1714014299
207,katsuura,35.1333,140.3,21.01,83,100,4.07,JP,1714014431
208,karratha,-20.7377,116.8463,31.14,27,33,7.76,AU,1714014432
209,albertina,-22.2008,-46.6158,18.31,72,85,2.19,BR,1714014433
210,mahina,-17.5065,-149.489,29.87,74,20,3.09,PF,1714014434
211,kourou,5.1552,-52.6478,26.03,77,99,2.86,GF,1714014408
212,grand falls-windsor,48.9332,-55.6649,10.28,95,100,1.79,CA,1714014436
213,kokopo,-4.352,152.2633,30.75,65,20,4.08,PG,1714014437
214,smithers,54.7804,-127.1743,9.18,40,75,5.14,CA,1714014175
215,udachny,66.4167,112.4,-5.86,80,100,8.3,RU,1714014172
216,lospalos,-8.5186,127.0025,28.02,71,76,4.6,TL,1714014440
217,konigsfeld im schwarzwald,48.1381,8.4197,0.64,95,75,2.45,DE,1714014227
218,al jahra',29.3375,47.6581,26.46,31,0,2.27,KW,1714014442
219,saint croix,17.7397,-64.7388,24.98,86,26,1.79,VI,1714014442
220,santa cruz,-17.8,-63.1667,25.7,94,75,2.06,BO,1714014300
221,tura,25.5198,90.2201,33.48,27,0,3.83,IN,1714014444
222,howard springs,-12.497,131.047,33.23,69,99,5.16,AU,1714014445
223,canmore,51.0834,-115.3521,9.34,100,43,1.64,CA,1714014446
224,crane,31.3974,-102.3501,23.83,66,46,9.73,US,1714014448
225,kiunga,-6.1219,141.2906,31.8,66,100,1.34,PG,1714014448
226,tete,-16.1564,33.5867,17.9,93,0,0.91,MZ,1714014449
227,palmer,42.1584,-72.3287,6.75,50,0,7.72,US,1714014317
228,nemuro,43.3236,145.575,6.48,98,100,11.07,JP,1714014337
229,peshawar,34.008,71.5785,22.08,68,20,2.06,PK,1714014452
230,greymouth,-42.4667,171.2,13.12,93,100,3.06,NZ,1714014453
231,caldwell,43.6629,-116.6874,18.93,44,0,3.09,US,1714014372
232,burang,30.25,81.1667,-0.24,30,5,1.74,CN,1714014455
233,haiphong,20.8561,106.6822,26.95,89,75,1.03,VN,1714014224
234,olney,39.1532,-77.0669,16.03,61,0,1.54,US,1714014456
235,okha,53.5739,142.9478,11.81,63,24,6.71,RU,1714014457
236,federacion,-31.0062,-57.8996,13.1,66,80,4.35,AR,1714014458
237,coquimbo,-29.9533,-71.3436,15.26,77,6,1.13,CL,1714014449
238,tsiombe,-25.3,45.4833,20.98,95,27,3.63,MG,1714014460
239,coahuayana de hidalgo,18.7,-103.6583,22.33,84,2,1.07,MX,1714014461
240,kapuskasing,49.4169,-82.4331,-9.02,94,34,1.63,CA,1714014462
241,capao da canoa,-29.7456,-50.0097,16.72,74,43,1.91,BR,1714014463
242,hammerfest,70.6634,23.6821,2.25,87,100,3.09,NO,1714014464
243,martapura,-3.4167,114.85,30.05,70,0,3.09,ID,1714014465
244,tazovsky,67.4667,78.7,-6.19,96,99,2.13,RU,1714014466
245,naracoorte,-36.9579,140.7383,15.94,55,70,5.38,AU,1714014468
246,gounou gaya,9.6294,15.5132,30.53,36,97,2.16,TD,1714014469
247,petrovsk-zabaykal'skiy,51.273,108.843,3.75,41,87,6.35,RU,1714014469
248,lazaro cardenas,17.9583,-102.2,24.86,79,0,1.54,MX,1714014179
249,sterling,39.0062,-77.4286,16.44,59,40,2.06,US,1714014309
250,yangjiang,21.85,111.9667,28.97,75,21,6.24,CN,1714014238
251,contai,21.7786,87.7536,36.29,24,0,3.15,IN,1714014474
252,es castell,39.8795,4.2854,11.38,71,0,2.06,ES,1714014475
253,pemangkat,1.1667,108.9667,26.07,89,100,3.39,ID,1714014476
254,villa gesell,-37.2639,-56.973,10.59,78,0,3.8,AR,1714014477
255,morehead city,34.7229,-76.726,18.33,84,100,2.06,US,1714014451
256,mossel bay,-34.1831,22.146,16.52,81,90,2.67,ZA,1714014479
257,vilyuysk,63.7553,121.6247,-9.44,85,100,5.81,RU,1714014480
258,wendo,6.6,38.4167,14.75,89,92,1.74,ET,1714014481
259,bansud,12.865,121.4564,30.62,64,99,3.49,PH,1714014482
260,magadan,59.5667,150.8,-0.26,96,100,1.59,RU,1714014284
261,islamorada,24.9243,-80.6278,24.0,76,1,6.46,US,1714014359
262,novyy rogachik,48.6768,44.0608,12.5,57,36,5.82,RU,1714014485
263,taltal,-25.4,-70.4833,18.56,80,33,1.54,CL,1714014474
264,constantia,44.1833,28.65,12.61,76,100,1.65,RO,1714014486
265,raja,8.4596,25.678,25.43,68,100,3.95,SS,1714014487
266,pisco,-13.7,-76.2167,21.03,78,0,2.06,PE,1714014229
267,lindi,-10.0,39.7167,23.49,97,92,2.61,TZ,1714014489
268,esteli,13.0919,-86.3538,23.03,64,23,2.43,NI,1714014490
269,klamath falls,42.2249,-121.7817,12.25,49,0,7.15,US,1714014487
270,filey,54.21,-0.2892,3.91,88,93,1.34,GB,1714014492
271,colonia,50.9333,6.95,5.53,88,100,4.63,DE,1714014493
272,saldanha,-33.0117,17.9442,14.85,91,71,4.39,ZA,1714014494
273,gaiman,-43.2897,-65.4929,16.27,41,100,11.34,AR,1714014414
274,chitose,42.8194,141.6522,11.95,93,75,4.63,JP,1714014328
275,ta`u,-14.2336,-169.5144,28.56,72,61,4.83,AS,1714014438
276,tralee,52.2704,-9.7026,8.47,88,95,1.97,IE,1714014498
277,roschinskiy,53.2669,40.0039,12.24,66,97,7.2,RU,1714014499
278,carutapera,-1.195,-46.02,25.36,91,97,1.94,BR,1714014263
279,nabire,-3.3667,135.4833,28.85,79,34,1.42,ID,1714014500
280,labytnangi,66.6572,66.4183,-12.01,96,78,1.02,RU,1714014501
281,masuguru,-11.3667,38.4167,21.66,99,85,1.07,TZ,1714014502
282,togur,58.3631,82.8265,-1.59,71,100,5.81,RU,1714014503
283,funafuti,-8.5243,179.1942,33.0,70,75,1.03,TV,1714014504
284,coruripe,-10.1256,-36.1756,25.43,87,40,1.41,BR,1714014332
285,kheri,27.9,80.8,33.14,14,0,2.55,IN,1714014506
286,mar del plata,-38.0023,-57.5575,12.71,87,0,0.89,AR,1714013822
287,riosucio,5.4216,-75.7032,13.34,97,97,0.75,CO,1714014508
288,merizo village,13.2658,144.6691,31.31,81,33,7.23,GU,1714014509
289,enewetak,11.3474,162.3373,27.74,80,84,7.91,MH,1714014216
290,haro,42.5763,-2.8476,5.48,89,79,0.88,ES,1714014510
291,box elder,41.5005,-112.8764,12.71,71,84,8.86,US,1714014511
292,kidal,18.4411,1.4078,29.22,13,3,4.52,ML,1714014371
293,elon,36.1029,-79.5067,14.32,89,0,0.0,US,1714014495
294,kolonia,50.9333,6.95,5.53,88,100,4.63,DE,1714014493
295,el rama,12.1596,-84.2195,24.03,89,0,1.49,NI,1714014515
296,fort bragg,35.139,-79.006,17.68,79,20,0.0,US,1714014230
297,cruzeiro do sul,-29.5128,-51.9853,17.82,82,68,0.73,BR,1714014517
298,krya vrysi,40.6872,22.3022,17.43,50,98,0.91,GR,1714014518
299,la passe,45.5549,-0.8967,11.1,88,90,5.17,FR,1714014470
300,newport,51.5877,-2.9984,7.12,80,25,2.88,GB,1714014428
301,tupiza,-21.45,-65.7167,15.69,46,32,3.9,BO,1714014521
302,bikenibeu village,1.3673,173.1241,30.98,79,75,3.6,KI,1714014521
303,al bawiti,28.3492,28.8659,26.33,29,100,2.05,EG,1714014522
304,koungheul,13.9833,-14.8,26.26,29,39,4.93,SN,1714014523
305,rokytne,51.2796,27.214,4.66,97,45,2.65,UA,1714014524
